"Uniprots"	"Protein"	"Gene"	"SeqCov"	"Peptides"	"Unique"	"Score"	"Q.value"	"6029"	"6057"	"6096"	"6172"	"6174"	"6195"	"6196"	"6051"	"6211"	"6212"	"nlogP"	"HC.means"	"T1D.means"	"Difference"	"Label"	"Entrez"	"Entrez.2"
"Q03591;B1AKG0"	"Complement factor H-related protein 1"	"CFHR1"	26.1	9	3	281.3	0	68624	58594	33405	81560	65593	68077	51739	165460	64344	32665	0.152317291436133	61555.2	76457	0.312767856749185	"Not significant (adj.p > 0.05)"	"3078"	NA
"Q03692"	"Collagen alpha-1(X) chain"	"COL10A1"	1.5	3	2	3.2225	0.00077056	605.18	1349.5	1212.8	897.29	3118	701.71	999.08	625.77	799.05	610.84	1.40567621287696	1436.554	747.29	-0.942872102881244	"Not significant (adj.p > 0.05)"	"1300"	NA
"Q04446;E9PGM4"	"1,4-alpha-glucan-branching enzyme"	"GBE1"	25.6	25	25	74.798	0	72272	53631	62987	87151	76491	90233	72810	70802	31382	75888	0.141688948121205	70506.4	68223	-0.0474960230175098	"Not significant (adj.p > 0.05)"	"2632"	NA
"Q04656-5;Q04656;Q04656-2;Q04656-3"	"Copper-transporting ATPase 1"	"ATP7A"	2.9	4	4	28.773	0	23202	20408	20698	18629	26288	17013	15092	10704	11229	18666	1.90019086711124	21845	14540.8	-0.58719646071426	"Not significant (adj.p > 0.05)"	"538"	NA
"Q5T3G3;Q5T7A9;Q04724"	"Transducin-like enhancer protein 1"	"TLE1"	9.5	2	2	1.9049	0.0083037	3069.4	2727.2	4472.6	2817.8	5006.6	3720.3	5946.7	3347.6	3126.9	3724.2	0.204632861128965	3618.72	3973.14	0.134800147123592	"Not significant (adj.p > 0.05)"	"7088"	NA
"Q04760-2;Q04760"	"Lactoylglutathione lyase"	"GLO1"	47.9	16	16	94.073	0	44920	36677	37305	48061	46388	58925	90260	117310	34706	62318	1.54854418403153	42670.2	72703.8	0.768801898640542	"Not significant (adj.p > 0.05)"	"2739"	NA
"Q04837;E7EUY5"	"Single-stranded DNA-binding protein, mitochondrial"	"SSBP1"	50.7	17	17	65.589	0	86887	59884	65109	91572	82026	97640	99167	129840	31233	88313	0.0877945335947961	77095.6	89238.6	0.211019355358171	"Not significant (adj.p > 0.05)"	"6742"	NA
"Q04917"	"14-3-3 protein eta"	"YWHAH"	59.8	29	25	323.31	0	131340	99845	122090	114560	132290	127430	217770	286430	102560	162160	1.10258155824375	120025	179270	0.578799144109116	"Not significant (adj.p > 0.05)"	"7533"	NA
"Q04941"	"Proteolipid protein 2"	"PLP2"	16.4	6	6	13.258	0	17810	15464	16549	16081	23413	15754	20732	15994	13967	16957	0.157668946534259	17863.4	16680.8	-0.09881821838291	"Not significant (adj.p > 0.05)"	"5355"	NA
"Q05086-2;Q05086-3;Q05086"	"Ubiquitin-protein ligase E3A"	"UBE3A"	12.9	10	10	22.388	0	27119	16991	21024	23948	26110	25219	24042	22796	10165	26996	0.175381093875677	23038.4	21843.6	-0.0768298826104034	"Not significant (adj.p > 0.05)"	"7337"	NA
"Q05193-5;Q05193-2"	"Dynamin-1"	"DNM1"	9.9	10	0	5.0172	0.00043917	4521.8	5213.3	5839.4	3742.8	7990.1	4777.6	7117.1	3774	4177.7	4229	0.270654398226693	5461.48	4815.08	-0.181732190467433	"Not significant (adj.p > 0.05)"	"1759"	NA
"Q05209;H0YC15;Q05209-2;Q05209-3"	"Tyrosine-protein phosphatase non-receptor type 12"	"PTPN12"	3.2	2	2	68.436	0	11929	7488.7	9235.4	9425.3	9318.2	10222	12140	10331	7044	14310	0.287404564155444	9479.32	10809.4	0.189430969199662	"Not significant (adj.p > 0.05)"	"5782"	NA
"Q05315"	"Galectin-10"	"CLC"	8.5	1	1	1.8022	0.0098877	2965.4	3473.6	2811.2	6228.9	3610.5	4679	3500.4	7875.5	2272.2	5216.6	0.328947516641629	3817.92	4708.74	0.302554191219937	"Not significant (adj.p > 0.05)"	"1178"	NA
"Q05469-2;Q05469;M0R201"	"Hormone-sensitive lipase"	"LIPE"	4.1	2	2	5.2735	0.00022341	767.86	665.74	1473.6	2855.3	1144.4	1493.7	947.68	1418.2	853.36	2719.8	0.171272282551844	1381.38	1486.548	0.105855806826992	"Not significant (adj.p > 0.05)"	"3991"	NA
"Q5T760;Q05519-2;Q05519;B4DWT1"	"Serine/arginine-rich splicing factor 11"	"SRSF11"	18.3	8	8	15.347	0	39222	39169	40448	38935	49984	45959	114150	58941	60451	52582	1.65677285320967	41551.6	66416.6	0.676639839286027	"Not significant (adj.p > 0.05)"	"9295"	NA
"Q05639"	"Elongation factor 1-alpha 2"	"EEF1A2"	30.9	28	1	3.0895	0.00094913	7938.2	8557.8	13497	6567.7	11945	7602.9	9646.9	7522.6	5085	6619.5	0.862305364063415	9701.14	7295.38	-0.411171164334352	"Not significant (adj.p > 0.05)"	"1917"	NA
"Q05655;Q05655-2"	"Protein kinase C delta type;Protein kinase C delta type regulatory subunit;Protein kinase C delta type catalytic subunit"	"PRKCD"	13.5	9	9	84.071	0	40420	27871	33704	27269	38419	31216	40658	41296	20281	44846	0.061626119174586	33536.6	35659.4	0.0885459952518065	"Not significant (adj.p > 0.05)"	"5580"	NA
"Q05682;E7EX44;Q05682-3;Q05682-6;Q05682-2"	"Caldesmon"	"CALD1"	35.8	49	6	315.37	0	195390	248420	249700	179650	326310	193830	437000	394900	249650	382000	0.936401411987389	239894	331476	0.466507343277229	"Not significant (adj.p > 0.05)"	"800"	NA
"Q05682-5;Q05682-4;E9PGZ1;C9J813"	"Caldesmon"	"CALD1"	45.7	44	1	4.2753	0.0006284	2704.8	4138.1	3136.3	3575.3	5894.7	2168.4	5173.8	3885.6	4228.6	7264.3	0.20690202663056	3889.84	4544.14	0.224296469039589	"Not significant (adj.p > 0.05)"	"800"	NA
"Q05707-2;Q05707;Q05707-3;J3QT83"	"Collagen alpha-1(XIV) chain"	"COL14A1"	27.6	64	64	316.55	0	225250	207540	319750	293490	273310	263560	409240	497220	150000	267170	0.215892208480134	263868	317438	0.266658439582033	"Not significant (adj.p > 0.05)"	"7373"	NA
"Q06124-2;Q06124;Q06124-3"	"Tyrosine-protein phosphatase non-receptor type 11"	"PTPN11"	12.5	9	8	21.532	0	51377	44327	48507	47524	59199	36706	41002	41104	24926	45929	1.19710640416625	50186.8	37933.4	-0.403839272916933	"Not significant (adj.p > 0.05)"	"5781"	NA
"Q06141"	"Regenerating islet-derived protein 3-alpha;Regenerating islet-derived protein 3-alpha 16.5 kDa form;Regenerating islet-derived protein 3-alpha 15 kDa form"	"REG3A"	43.4	19	19	243.45	0	77266	72102	72739	93874	82701	59642	97843	114330	502120	101020	0.980572439899795	79736.4	174991	1.13397034838608	"Not significant (adj.p > 0.05)"	"5068"	NA
"Q06203"	"Amidophosphoribosyltransferase"	"PPAT"	13.2	6	6	10.487	0	15710	10891	11910	12433	19633	10061	8307.4	6050	4550.1	9123.4	2.73194420246347	14115.4	7618.38	-0.889713856704214	"Not significant (adj.p > 0.05)"	"5471"	NA
"Q06210-2;Q06210"	"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1"	"GFPT1"	52.9	69	69	323.31	0	451670	266370	332830	314660	446120	406290	429000	495130	176420	354590	0.0121719418747608	362330	372286	0.0391071017388038	"Not significant (adj.p > 0.05)"	"2673"	NA
"Q06278"	"Aldehyde oxidase"	"AOX1"	39	75	66	323.31	0	409850	252120	339580	363630	398380	282580	411450	338020	207430	303570	0.38626399974688	352712	308610	-0.192705849273593	"Not significant (adj.p > 0.05)"	"316"	NA
"Q06323;Q06323-3;Q06323-2"	"Proteasome activator complex subunit 1"	"PSME1"	59.8	28	27	194.66	0	193850	186700	170370	168340	202090	121580	178680	217880	73675	149650	0.82372083392477	184270	148293	-0.313370714080933	"Not significant (adj.p > 0.05)"	"5720"	NA
"Q06587;Q06587-2"	"E3 ubiquitin-protein ligase RING1"	"RING1"	9.9	3	3	12.439	0	2704.8	2326.6	2833.3	3145.5	4457.6	2397	3478.9	4065.1	1512.3	3265.2	0.14492609845602	3093.56	2943.7	-0.0716373653385897	"Not significant (adj.p > 0.05)"	"6015"	NA
"Q06787-6;Q06787-8;Q06787-5"	"Fragile X mental retardation protein 1"	"FMR1"	15.9	11	1	52.993	0	52621	32383	42604	58837	38804	50281	51011	63897	25276	60840	0.157668946534259	45049.8	50261	0.157918674406568	"Not significant (adj.p > 0.05)"	"2332"	NA
"Q06830;A0A0A0MSI0"	"Peroxiredoxin-1"	"PRDX1"	66.3	27	19	101.21	0	86088	70647	66061	131260	87956	81040	214010	244100	103790	126860	1.57144795141662	88402.4	153960	0.800398133872575	"Not significant (adj.p > 0.05)"	"5052"	NA
"Q07021;I3L3Q7;I3L3B0"	"Complement component 1 Q subcomponent-binding protein, mitochondrial"	"C1QBP"	23	12	12	155.75	0	71174	50621	66883	48239	72648	50571	55706	93516	34534	76839	0.0588662019152736	61913	62233.2	0.00744206389646269	"Not significant (adj.p > 0.05)"	"708"	NA
"Q07065"	"Cytoskeleton-associated protein 4"	"CKAP4"	60	76	76	323.31	0	306080	231010	239920	317830	289670	390500	474000	557890	278510	370150	1.62520546431859	276902	414210	0.580986910018005	"Not significant (adj.p > 0.05)"	"10970"	NA
"Q07075"	"Glutamyl aminopeptidase"	"ENPEP"	3.9	6	6	6.7931	0	14093	10696	13113	15138	14133	12429	14876	14721	8214	13470	0.153503684722916	13434.6	12742	-0.0763616248228205	"Not significant (adj.p > 0.05)"	"2028"	NA
"Q07092-2;Q07092"	"Collagen alpha-1(XVI) chain"	"COL16A1"	2.6	4	4	7.1859	0	18105	17625	18974	12403	22482	20696	56826	39129	22074	23696	1.86889080488453	17917.8	32484.2	0.858344665911741	"Not significant (adj.p > 0.05)"	"1307"	NA
"Q07283"	"Trichohyalin"	"TCHH"	0.6	1	1	1.9033	0.0083009	599.93	2086.4	1531.9	527.42	2467.5	686.3	5205.6	926.6	13470	1333.1	0.702455111565216	1442.63	4324.32	1.58377195597288	"Not significant (adj.p > 0.05)"	"7062"	NA
"Q07507"	"Dermatopontin"	"DPT"	34.8	16	16	54.299	0	82670	90127	117250	115210	115740	94706	95952	84890	46375	101190	0.704873723339346	104199.4	84622.6	-0.300232052535364	"Not significant (adj.p > 0.05)"	"1805"	NA
"Q07666;Q07666-2;Q07666-3"	"KH domain-containing, RNA-binding, signal transduction-associated protein 1"	"KHDRBS1"	22.3	18	15	73.271	0	55710	47840	58089	127940	64371	58033	103690	111380	79983	94833	0.75600923407996	70790	89583.8	0.339692288853016	"Not significant (adj.p > 0.05)"	"10657"	NA
"Q07812-5;Q07812-8;Q07812;Q07812-2;Q07812-7;K4JQN1;Q07812-4"	"Apoptosis regulator BAX"	"BAX"	29.9	4	4	18.994	0	8697.6	8478.8	10845	7119.6	11996	7627.8	12318	8648.7	10301	9423.9	0.0535905342598676	9427.4	9663.88	0.0357425980564007	"Not significant (adj.p > 0.05)"	"581"	NA
"Q07866-7;Q07866-6;Q07866-4;G5E9S8;G3V2E7;F8W6L3;G3V3H3;G3V5R9;E7EVH7;Q07866-8;Q07866-2;Q07866-3;Q07866;Q07866-5;Q07866-10;Q07866-9"	"Kinesin light chain 1"	"KLC1"	20.4	13	10	46.054	0	79129	64737	69421	47854	80263	72897	79892	82117	53084	79172	0.175802910009132	68280.8	73432.4	0.10493679097192	"Not significant (adj.p > 0.05)"	"3831"	NA
"Q07954"	"Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular dom"	"LRP1"	13	57	57	200.15	0	192510	175940	202710	225360	218790	187310	225630	257670	118320	244880	0.024691111967606	203062	206762	0.0260507763836704	"Not significant (adj.p > 0.05)"	"4035"	NA
"Q07960;H0YE29;E9PNR6"	"Rho GTPase-activating protein 1"	"ARHGAP1"	39.6	20	20	106.21	0	76301	82242	85381	81169	101480	77271	90266	100450	42437	81622	0.282478394392395	85314.6	78409.2	-0.121769712721376	"Not significant (adj.p > 0.05)"	"392"	NA
"Q08170"	"Serine/arginine-rich splicing factor 4"	"SRSF4"	15.2	10	4	8.9305	0	10786	7849.1	11282	8181.8	11413	9712	11293	11743	7006.5	12036	0.0758519415254681	9902.38	10358.1	0.0649121734920033	"Not significant (adj.p > 0.05)"	"6429"	NA
"Q08209-3;Q08209-2;Q08209;E7ETC2;Q08209-4;Q08209-5"	"Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase"	"PPP3CA"	24.9	11	4	61.932	0	30045	26477	27678	26976	31980	27720	35197	33274	20033	28858	0.00440730230525775	28631.2	29016.4	0.0192804002530104	"Not significant (adj.p > 0.05)"	"5530"	NA
"Q08211"	"ATP-dependent RNA helicase A"	"DHX9"	27.2	53	53	212.85	0	251700	179840	217640	237450	273360	247180	382130	334310	218680	276830	0.738545191416109	231998	291826	0.330996056449705	"Not significant (adj.p > 0.05)"	"1660"	NA
"Q08257;Q08257-3;A6NP24;Q08257-2;C9JH92"	"Quinone oxidoreductase"	"CRYZ"	54.7	40	40	151.92	0	175210	150390	160970	141500	227710	238280	234990	222760	98846	189160	0.220868655563369	171156	196807.2	0.20147113326304	"Not significant (adj.p > 0.05)"	"1429"	NA
"Q08345-2;Q08345-6;Q08345;Q08345-5;A2ABM8;A0A0A0MSX3"	"Epithelial discoidin domain-containing receptor 1"	"DDR1"	3.4	3	3	5.1101	0.0004416	718.36	541.48	423.5	494.85	1069.2	458.72	1864.5	671.57	1568.4	954.52	1.10662115614466	649.478	1103.542	0.764788975889043	"Not significant (adj.p > 0.05)"	"780"	NA
"Q08378;Q08378-2;Q08378-4"	"Golgin subfamily A member 3"	"GOLGA3"	17.1	25	25	139.89	0	73341	46434	58886	112290	70105	67581	62040	70305	41997	77548	0.202582458613078	72211.2	63894.2	-0.176537640941298	"Not significant (adj.p > 0.05)"	"2802"	NA
"Q08379;B7ZC06;Q08379-2"	"Golgin subfamily A member 2"	"GOLGA2"	13.2	14	14	118.98	0	51367	47968	48924	49036	82744	45461	48769	39378	28174	40289	1.22842054914283	56007.8	40414.2	-0.470765470224221	"Not significant (adj.p > 0.05)"	"2801"	NA
"Q08380;K7ESM3;K7EKQ5;K7EP36;K7ES75;K7EN99;K7ERZ6;K7EJD3"	"Galectin-3-binding protein"	"LGALS3BP"	9.7	6	6	32.499	0	17514	14445	14728	25891	12720	18363	18102	27153	22102	23883	0.95005997459595	17059.6	21920.6	0.361703467704559	"Not significant (adj.p > 0.05)"	"3959"	NA
"Q08426-2;Q08426"	"Peroxisomal bifunctional enzyme;Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase;3-hydroxyacyl-CoA dehydrogenase"	"EHHADH"	5.4	3	3	10.626	0	14155	14550	15755	12905	16351	14704	15395	10719	6809.4	11280	0.871765059824819	14743.2	11781.48	-0.323528911060983	"Not significant (adj.p > 0.05)"	"1962"	NA
"Q08431;X6R3G6;Q08431-3;H0YKS8;F5GZN3;Q08431-2"	"Lactadherin;Lactadherin short form;Medin"	"MFGE8"	26.6	12	12	30.11	0	39665	40054	34552	38064	38624	44646	40632	49887	25913	40385	0.0620377581272517	38191.8	40292.6	0.0772519861306842	"Not significant (adj.p > 0.05)"	"4240"	NA
"Q08623;Q08623-2;Q08623-4;E7EVH9;Q08623-3"	"Pseudouridine-5-monophosphatase"	"HDHD1"	21.9	4	4	22.771	0	18819	8882.8	12098	24302	9654.7	16858	16133	23216	10001	20944	0.436121466718247	14751.3	17430.4	0.240763575748902	"Not significant (adj.p > 0.05)"	"8226"	NA
"Q08722-2;Q08722-3;Q08722-4;Q08722"	"Leukocyte surface antigen CD47"	"CD47"	6.5	3	3	6.0567	0	9475.8	9359.2	9986	9093.3	11256	15727	33911	44943	8317.1	17308	2.14246973047817	9834.06	24041.22	1.28965104663179	"Not significant (adj.p > 0.05)"	"961"	NA
"Q08752"	"Peptidyl-prolyl cis-trans isomerase D"	"PPID"	12.4	6	6	10.993	0	5363.9	4166.8	4934.7	6596.2	5470.2	7682.5	14809	12248	14661	9463.8	4.02334562385087	5306.36	11772.86	1.14967037827613	"Significant"	"5481"	NA
"Q08830"	"Fibrinogen-like protein 1"	"FGL1"	14.4	6	6	12.178	0	11856	14906	36837	33944	27628	17096	51664	29506	12884	23526	0.0571148179315284	25034.2	26935.2	0.105592424570201	"Not significant (adj.p > 0.05)"	"2267"	NA
"Q08945"	"FACT complex subunit SSRP1"	"SSRP1"	23.7	20	20	47.174	0	43337	36628	42948	51164	48545	50113	53721	54264	46149	49733	0.454395308929315	44524.4	50796	0.190118724440199	"Not significant (adj.p > 0.05)"	"6749"	NA
"Q08AM6"	"Protein VAC14 homolog"	"VAC14"	12.7	9	9	132.54	0	33716	22460	26313	39696	32147	26542	27206	23933	14575	26817	0.888654343710419	30866.4	23814.6	-0.374190912027435	"Not significant (adj.p > 0.05)"	"55697"	NA
"Q08J23-2;Q08J23;Q08J23-3"	"tRNA (cytosine(34)-C(5))-methyltransferase"	"NSUN2"	23	19	19	104.87	0	53471	32874	44182	51808	56854	59588	59479	50640	26936	65818	0.118770100732575	47837.8	52492.2	0.133952020252448	"Not significant (adj.p > 0.05)"	"54888"	NA
"Q09161"	"Nuclear cap-binding protein subunit 1"	"NCBP1"	8.4	6	6	19.247	0	6940.2	5922.2	7715.5	5002.2	3890.7	11124	12649	17206	5746.5	11372	2.46177444273497	5894.16	11619.5	0.979189860503099	"Not significant (adj.p > 0.05)"	"4686"	NA
"Q09666"	"Neuroblast differentiation-associated protein AHNAK"	"AHNAK"	62.6	375	375	323.31	0	2752700	2682700	3340600	2557700	3337500	2374700	3319600	3479900	1595500	3199100	0.170823143344311	2934240	2793760	-0.0707787877533822	"Not significant (adj.p > 0.05)"	"79026"	NA
"Q0VAF6"	"Syncollin"	"SYCN"	26.9	16	16	46.845	0	51296	43509	46956	43441	42535	64080	95934	49050	46034	44065	0.725660543452041	45547.4	59832.6	0.393563053595949	"Not significant (adj.p > 0.05)"	"342898"	NA
"Q0VF96;Q0VF96-2"	"Cingulin-like protein 1"	"CGNL1"	11.3	13	13	45.146	0	27918	25495	30905	30756	28975	22361	37385	36878	32743	38298	0.4003194593358	28809.8	33533	0.219021913108418	"Not significant (adj.p > 0.05)"	"84952"	NA
"Q10469"	"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	"MGAT2"	10.7	4	4	7.2001	0	58060	40586	45222	38489	68744	46192	34164	25589	19541	41789	1.53432180615503	50220.2	33455	-0.586045929863951	"Not significant (adj.p > 0.05)"	"4247"	NA
"Q10471;Q10471-2"	"Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form"	"GALNT2"	21.9	15	15	28.419	0	104410	69142	54082	73454	97746	75847	67075	52872	33554	64377	1.01484095825524	79766.8	58745	-0.441322338670073	"Not significant (adj.p > 0.05)"	"2590"	NA
"Q10472"	"Polypeptide N-acetylgalactosaminyltransferase 1;Polypeptide N-acetylgalactosaminyltransferase 1 soluble form"	"GALNT1"	11.4	6	6	9.1309	0	16445	10864	11714	14492	14257	13463	10536	9987.4	5721.4	12087	1.00758629634484	13554.4	10358.96	-0.387882082925935	"Not significant (adj.p > 0.05)"	"2589"	NA
"Q10567-3;Q10567-2;Q10567;Q10567-4"	"AP-1 complex subunit beta-1"	"AP1B1"	27.5	35	20	86.512	0	125440	101270	116700	127830	138370	156700	177810	187470	84397	148110	0.515485276098451	121922	150897.4	0.307609474074822	"Not significant (adj.p > 0.05)"	"162"	NA
"Q10570;A0A087X101"	"Cleavage and polyadenylation specificity factor subunit 1"	"CPSF1"	8	14	14	68.889	0	36487	27913	38458	47691	38361	38400	44013	50743	30554	48500	0.295544718322415	37782	42442	0.167793568979451	"Not significant (adj.p > 0.05)"	"29894"	NA
"Q12765;Q12765-2;Q12765-3"	"Secernin-1"	"SCRN1"	27.1	16	10	104.79	0	94420	52459	82889	95382	101180	81430	74160	83650	54614	84692	0.254586616865958	85266	75709.2	-0.171501954777061	"Not significant (adj.p > 0.05)"	"9805"	NA
"Q12769;G3V198;E9PR16"	"Nuclear pore complex protein Nup160"	"NUP160"	9.9	13	13	24.746	0	51815	32185	40440	51372	50435	38838	29457	44622	13818	44076	0.94773331377223	45249.4	34162.2	-0.405497776829387	"Not significant (adj.p > 0.05)"	"23279"	NA
"Q12774"	"Rho guanine nucleotide exchange factor 5"	"ARHGEF5"	2.9	3	2	15.157	0	8658.4	13617	7131.2	7504.9	10776	7291	8423.7	6937.9	5559.8	8661.1	0.784575781150193	9537.5	7374.7	-0.371026789678939	"Not significant (adj.p > 0.05)"	"7984"	NA
"Q12778"	"Forkhead box protein O1"	"FOXO1"	2.3	1	1	5.1055	0.0004415	10348	5824.8	10888	4432.5	10746	5447	7620.5	5960.7	4132.7	6066.3	0.956091780132077	8447.86	5845.44	-0.531274302310839	"Not significant (adj.p > 0.05)"	"2308"	NA
"Q12789-3;Q12789"	"General transcription factor 3C polypeptide 1"	"GTF3C1"	2.9	5	5	24.906	0	12458	8956.7	10033	14112	9316.4	8984.5	10017	11418	10483	11674	0.0628320854656897	10975.22	10515.3	-0.0617598485586971	"Not significant (adj.p > 0.05)"	"2975"	NA
"Q12792;Q12792-3;Q12792-4"	"Twinfilin-1"	"TWF1"	24.9	11	11	25.353	0	53591	48562	53388	44009	66117	33854	50775	40759	37395	51277	0.796110667615316	53133.4	42812	-0.311603799781385	"Not significant (adj.p > 0.05)"	"5756"	NA
"Q12797;Q12797-10"	"Aspartyl/asparaginyl beta-hydroxylase"	"ASPH"	16.6	11	11	37.067	0	16190	17147	19576	17968	18936	15140	24278	25270	14505	22901	0.258481406538521	17963.4	20418.8	0.184837642210956	"Not significant (adj.p > 0.05)"	"444"	NA
"Q12802-4;Q12802;Q12802-2;A0A087WTD7;A8MYJ1"	"A-kinase anchor protein 13"	"AKAP13"	4.3	10	10	33.916	0	41673	32284	36523	38200	45008	33957	32773	32644	17230	37278	0.861887905861692	38737.6	30776.4	-0.331910088556399	"Not significant (adj.p > 0.05)"	"11214"	NA
"Q12805-2;Q12805-4;Q12805-3;Q12805;Q12805-5"	"EGF-containing fibulin-like extracellular matrix protein 1"	"EFEMP1"	19.4	12	8	25.126	0	13214	19755	19162	14748	21986	14588	17199	43167	9547	18676	0.0461369572395783	17773	20635.4	0.21543418189916	"Not significant (adj.p > 0.05)"	"2202"	NA
"Q12846;Q12846-2;A0A087WWW0;C9JFM5"	"Syntaxin-4"	"STX4"	15.5	5	5	11.206	0	13634	11787	14915	12680	14687	16897	16030	17855	6105.8	17180	0.0394980415349521	13540.6	14813.56	0.129626723425835	"Not significant (adj.p > 0.05)"	"6810"	NA
"Q12873;Q12873-3;Q12873-2"	"Chromodomain-helicase-DNA-binding protein 3"	"CHD3"	5	9	1	1.9694	0.0080177	4628.1	3833.4	4118.3	3457.6	5891.7	3725.5	5477.2	3691.2	3878	5427	0.0220746699205884	4385.82	4439.78	0.0176415868491634	"Not significant (adj.p > 0.05)"	"1107"	NA
"Q12874"	"Splicing factor 3A subunit 3"	"SF3A3"	20	12	12	37.539	0	38671	30609	30763	40281	26310	40347	55281	82678	26095	44987	1.08450510510255	33326.8	49877.6	0.581709249313987	"Not significant (adj.p > 0.05)"	"10946"	NA
"Q12882"	"Dihydropyrimidine dehydrogenase [NADP(+)]"	"DPYD"	6.8	7	7	28.25	0	8829.6	3544.4	3564.6	7970.4	3471.4	5268.9	6138.3	9859.8	1356.2	9617.8	0.0538777439380845	5476.08	6448.2	0.23575296870966	"Not significant (adj.p > 0.05)"	"1806"	NA
"Q12893"	"Transmembrane protein 115"	"TMEM115"	9.1	2	2	10.702	0	16277	11985	10348	10537	18746	9089.6	9084.7	8652	5969.5	11835	1.62829919331373	13578.6	8926.16	-0.605223168454434	"Not significant (adj.p > 0.05)"	"11070"	NA
"Q12904;Q12904-2"	"Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2"	"AIMP1"	54.8	24	24	131.28	0	129980	108700	106930	113460	160510	115280	117930	88588	68449	112170	0.725498783832643	123916	100483.4	-0.302405294069975	"Not significant (adj.p > 0.05)"	"9255"	NA
"Q12905;B4DY09;A0A0A0MRL0;X6R6Z1"	"Interleukin enhancer-binding factor 2"	"ILF2"	40	27	27	107.14	0	96158	82131	89492	94977	101700	121660	114000	119770	58795	91853	0.110298635621888	92891.6	101215.6	0.123811617002197	"Not significant (adj.p > 0.05)"	"3608"	NA
"Q12906;Q12906-7;Q12906-5;Q12906-4;Q12906-2;Q12906-6;Q12906-3"	"Interleukin enhancer-binding factor 3"	"ILF3"	32.2	49	44	222.55	0	286780	210540	267200	287700	271830	294120	433440	407500	243340	369070	0.986049688642127	264810	349494	0.400310084533744	"Not significant (adj.p > 0.05)"	"3609"	NA
"Q12907;D6RBV2;D6RIU4;D6RDX1"	"Vesicular integral-membrane protein VIP36"	"LMAN2"	32.9	24	24	168.8	0	256580	254070	174970	217390	284520	273930	235520	234110	92048	197720	0.436121466718247	237506	206665.6	-0.200665691424634	"Not significant (adj.p > 0.05)"	"10960"	NA
"Q12912-2;Q12912;F5H006;F8W9L6"	"Lymphoid-restricted membrane protein;Processed lymphoid-restricted membrane protein"	"LRMP"	23.4	10	10	38.236	0	19310	13860	18944	15790	23082	21703	17933	12729	12294	17399	0.273043524885857	18197.2	16411.6	-0.149000583306769	"Not significant (adj.p > 0.05)"	"4033"	NA
"Q12929;Q12929-2"	"Epidermal growth factor receptor kinase substrate 8"	"EPS8"	9.1	6	6	28.255	0	2692	489.2	1082.6	2498.1	934.54	3802.2	2756.7	5516.3	633.31	5422.4	1.41219173212231	1539.288	3626.182	1.23618815210189	"Not significant (adj.p > 0.05)"	"2059"	NA
"Q12931-2;Q12931"	"Heat shock protein 75 kDa, mitochondrial"	"TRAP1"	24.9	24	9	221	0	147510	96199	121900	104110	115040	121060	167800	271810	71658	147250	0.468325094253195	116951.8	155915.6	0.414851216540294	"Not significant (adj.p > 0.05)"	"10131"	NA
"Q12955-5;Q12955-4;Q12955;Q12955-7;Q12955-6;A0A087WUY3;A0A087WTF3"	"Ankyrin-3"	"ANK3"	15.5	29	22	248.24	0	100230	80368	86522	96616	102430	90592	106690	105410	60537	101220	0.0391096278132328	93233.2	92889.8	-0.00532359825701085	"Not significant (adj.p > 0.05)"	"288"	NA
"Q12959-5;Q12959-3;Q12959-6;Q12959;Q12959-7;Q12959-4;Q12959-2;Q12959-8;Q12959-9;E7EQD7"	"Disks large homolog 1"	"DLG1"	17.6	13	11	44.118	0	38961	28850	35391	38899	40576	46620	65074	44114	41097	44866	1.1194457945833	36535.4	48354.2	0.404346203801977	"Not significant (adj.p > 0.05)"	"1739"	NA
"Q12965"	"Unconventional myosin-Ie"	"MYO1E"	9.7	10	8	25.101	0	39128	35895	33019	46104	38527	33659	36624	58353	16384	51738	0.0947229210392902	38534.6	39351.6	0.0302678801269884	"Not significant (adj.p > 0.05)"	"4643"	NA
"Q12972;A0A0A0MT09;Q12972-2"	"Nuclear inhibitor of protein phosphatase 1;Activator of RNA decay"	"PPP1R8"	25.4	8	8	57.178	0	52119	38796	49112	35190	63533	37895	41372	30554	22184	41788	1.15619122801157	47750	34758.6	-0.458130758410708	"Not significant (adj.p > 0.05)"	"5511"	NA
